game_date,home_team,away_team,game_url,outcome,score,competition,stadium,attendance,competition_2,score_2,match_notes
22 Sep 1978,Tranmere Rovers,Bury,https://www.11v11.com/matches/tranmere-rovers-v-bury-22-september-1978-136440/,D,0-0,League Division Three,,,League Division Three,0-0,
25 Sep 1978,Tranmere Rovers,Plymouth Argyle,https://www.11v11.com/matches/tranmere-rovers-v-plymouth-argyle-25-september-1978-136454/,W,2-1,League Division Three,,,League Division Three,2-1 to Tranmere Rovers,
30 Sep 1978,Watford,Tranmere Rovers,https://www.11v11.com/matches/watford-v-tranmere-rovers-30-september-1978-136475/,L,4-0,League Division Three,,,League Division Three,4-0 to Watford,
07 Oct 1978,Oxford United,Tranmere Rovers,https://www.11v11.com/matches/oxford-united-v-tranmere-rovers-07-october-1978-136484/,D,0-0,League Division Three,,,League Division Three,0-0,
13 Oct 1978,Tranmere Rovers,Chester,https://www.11v11.com/matches/tranmere-rovers-v-chester-13-october-1978-136489/,W,6-2,League Division Three,,,League Division Three,6-2 to Tranmere Rovers,
16 Oct 1978,Tranmere Rovers,Shrewsbury Town,https://www.11v11.com/matches/tranmere-rovers-v-shrewsbury-town-16-october-1978-136500/,D,2-2,League Division Three,,,League Division Three,2-2,
21 Oct 1978,Brentford,Tranmere Rovers,https://www.11v11.com/matches/brentford-v-tranmere-rovers-21-october-1978-136513/,L,2-0,League Division Three,,,League Division Three,2-0 to Brentford,
27 Oct 1978,Tranmere Rovers,Chesterfield,https://www.11v11.com/matches/tranmere-rovers-v-chesterfield-27-october-1978-136526/,D,1-1,League Division Three,,2573,League Division Three,1-1,
04 Nov 1978,Exeter City,Tranmere Rovers,https://www.11v11.com/matches/exeter-city-v-tranmere-rovers-04-november-1978-136541/,L,3-0,League Division Three,,,League Division Three,3-0 to Exeter City,
10 Nov 1978,Tranmere Rovers,Peterborough United,https://www.11v11.com/matches/tranmere-rovers-v-peterborough-united-10-november-1978-136550/,W,1-0,League Division Three,,,League Division Three,1-0 to Tranmere Rovers,
13 Nov 1978,Mansfield Town,Tranmere Rovers,https://www.11v11.com/matches/mansfield-town-v-tranmere-rovers-13-november-1978-136561/,D,0-0,League Division Three,,3929,League Division Three,0-0,
18 Nov 1978,Hull City,Tranmere Rovers,https://www.11v11.com/matches/hull-city-v-tranmere-rovers-18-november-1978-136569/,L,2-1,League Division Three,,,League Division Three,2-1 to Hull City,
25 Nov 1978,Tranmere Rovers,Boston United,https://www.11v11.com/matches/tranmere-rovers-v-boston-united-25-november-1978-214366/,W,2-1,FA Cup,,,FA Cup 1st round,2-1 to Tranmere Rovers,
09 Dec 1978,Walsall,Tranmere Rovers,https://www.11v11.com/matches/walsall-v-tranmere-rovers-09-december-1978-136593/,L,2-0,League Division Three,,,League Division Three,2-0 to Walsall,
16 Dec 1978,Tranmere Rovers,Sheffield Wednesday,https://www.11v11.com/matches/tranmere-rovers-v-sheffield-wednesday-16-december-1978-214400/,D,1-1,FA Cup,,,FA Cup 2nd round,1-1,
19 Dec 1978,Sheffield Wednesday,Tranmere Rovers,https://www.11v11.com/matches/sheffield-wednesday-v-tranmere-rovers-19-december-1978-214407/,L,4-0,FA Cup,,,FA Cup 2nd round replay,4-0 to Sheffield Wednesday,
23 Dec 1978,Rotherham United,Tranmere Rovers,https://www.11v11.com/matches/rotherham-united-v-tranmere-rovers-23-december-1978-136599/,L,3-2,League Division Three,,,League Division Three,3-2 to Rotherham United,
26 Dec 1978,Tranmere Rovers,Blackpool,https://www.11v11.com/matches/tranmere-rovers-v-blackpool-26-december-1978-136612/,L,0-2,League Division Three,,,League Division Three,2-0 to Blackpool,
13 Jan 1979,Gillingham,Tranmere Rovers,https://www.11v11.com/matches/gillingham-v-tranmere-rovers-13-january-1979-136625/,L,3-2,League Division Three,,,League Division Three,3-2 to Gillingham,
03 Feb 1979,Plymouth Argyle,Tranmere Rovers,https://www.11v11.com/matches/plymouth-argyle-v-tranmere-rovers-03-february-1979-136646/,D,2-2,League Division Three,,,League Division Three,2-2,
10 Feb 1979,Tranmere Rovers,Watford,https://www.11v11.com/matches/tranmere-rovers-v-watford-10-february-1979-136659/,D,1-1,League Division Three,,,League Division Three,1-1,
16 Feb 1979,Tranmere Rovers,Oxford United,https://www.11v11.com/matches/tranmere-rovers-v-oxford-united-16-february-1979-136662/,W,1-0,League Division Three,,,League Division Three,1-0 to Tranmere Rovers,
19 Feb 1979,Tranmere Rovers,Sheffield Wednesday,https://www.11v11.com/matches/tranmere-rovers-v-sheffield-wednesday-19-february-1979-136664/,D,1-1,League Division Three,,,League Division Three,1-1,
24 Feb 1979,Chester,Tranmere Rovers,https://www.11v11.com/matches/chester-v-tranmere-rovers-24-february-1979-136672/,D,1-1,League Division Three,,,League Division Three,1-1,
27 Feb 1979,Bury,Tranmere Rovers,https://www.11v11.com/matches/bury-v-tranmere-rovers-27-february-1979-136680/,L,1-0,League Division Three,,,League Division Three,1-0 to Bury,
03 Mar 1979,Tranmere Rovers,Brentford,https://www.11v11.com/matches/tranmere-rovers-v-brentford-03-march-1979-136695/,L,0-1,League Division Three,,,League Division Three,1-0 to Brentford,
06 Mar 1979,Carlisle United,Tranmere Rovers,https://www.11v11.com/matches/carlisle-united-v-tranmere-rovers-06-march-1979-136698/,L,2-0,League Division Three,,,League Division Three,2-0 to Carlisle United,
10 Mar 1979,Chesterfield,Tranmere Rovers,https://www.11v11.com/matches/chesterfield-v-tranmere-rovers-10-march-1979-136708/,L,5-2,League Division Three,,4090,League Division Three,5-2 to Chesterfield,
16 Mar 1979,Tranmere Rovers,Exeter City,https://www.11v11.com/matches/tranmere-rovers-v-exeter-city-16-march-1979-136725/,D,2-2,League Division Three,,,League Division Three,2-2,
24 Mar 1979,Swindon Town,Tranmere Rovers,https://www.11v11.com/matches/swindon-town-v-tranmere-rovers-24-march-1979-136746/,L,4-1,League Division Three,,,League Division Three,4-1 to Swindon Town,
26 Mar 1979,Tranmere Rovers,Lincoln City,https://www.11v11.com/matches/tranmere-rovers-v-lincoln-city-26-march-1979-136750/,D,0-0,League Division Three,,,League Division Three,0-0,
30 Mar 1979,Tranmere Rovers,Southend United,https://www.11v11.com/matches/tranmere-rovers-v-southend-united-30-march-1979-136759/,L,1-2,League Division Three,,,League Division Three,2-1 to Southend United,
03 Apr 1979,Tranmere Rovers,Swansea City,https://www.11v11.com/matches/tranmere-rovers-v-swansea-city-03-april-1979-136776/,L,1-2,League Division Three,,,League Division Three,2-1 to Swansea City,
06 Apr 1979,Colchester United,Tranmere Rovers,https://www.11v11.com/matches/colchester-united-v-tranmere-rovers-06-april-1979-136780/,L,1-0,League Division Three,,,League Division Three,1-0 to Colchester United,
14 Apr 1979,Blackpool,Tranmere Rovers,https://www.11v11.com/matches/blackpool-v-tranmere-rovers-14-april-1979-136801/,L,2-0,League Division Three,,,League Division Three,2-0 to Blackpool,
16 Apr 1979,Tranmere Rovers,Carlisle United,https://www.11v11.com/matches/tranmere-rovers-v-carlisle-united-16-april-1979-136820/,D,1-1,League Division Three,,,League Division Three,1-1,
18 Apr 1979,Tranmere Rovers,Rotherham United,https://www.11v11.com/matches/tranmere-rovers-v-rotherham-united-18-april-1979-136827/,D,1-1,League Division Three,,,League Division Three,1-1,
21 Apr 1979,Sheffield Wednesday,Tranmere Rovers,https://www.11v11.com/matches/sheffield-wednesday-v-tranmere-rovers-21-april-1979-136835/,W,1-2,League Division Three,,,League Division Three,2-1 to Tranmere Rovers,
24 Apr 1979,Shrewsbury Town,Tranmere Rovers,https://www.11v11.com/matches/shrewsbury-town-v-tranmere-rovers-24-april-1979-136848/,L,2-1,League Division Three,,,League Division Three,2-1 to Shrewsbury Town,
27 Apr 1979,Tranmere Rovers,Walsall,https://www.11v11.com/matches/tranmere-rovers-v-walsall-27-april-1979-136852/,D,0-0,League Division Three,,,League Division Three,0-0,
30 Apr 1979,Tranmere Rovers,Mansfield Town,https://www.11v11.com/matches/tranmere-rovers-v-mansfield-town-30-april-1979-136865/,L,1-2,League Division Three,,1121,League Division Three,2-1 to Mansfield Town,
04 May 1979,Southend United,Tranmere Rovers,https://www.11v11.com/matches/southend-united-v-tranmere-rovers-04-may-1979-136873/,W,0-1,League Division Three,,,League Division Three,1-0 to Tranmere Rovers,
09 May 1979,Tranmere Rovers,Colchester United,https://www.11v11.com/matches/tranmere-rovers-v-colchester-united-09-may-1979-136892/,L,1-5,League Division Three,,,League Division Three,5-1 to Colchester United,
13 Aug 1977,Tranmere Rovers,Southport,https://www.11v11.com/matches/tranmere-rovers-v-southport-13-august-1977-30053/,L,0-1,League Cup,,,League Cup 1st round 1st leg,1-0 to Southport,
16 Aug 1977,Southport,Tranmere Rovers,https://www.11v11.com/matches/southport-v-tranmere-rovers-16-august-1977-30089/,D,2-2Agg: 3-2,League Cup,,,League Cup 1st round 2nd leg,2-2,
20 Aug 1977,Tranmere Rovers,Carlisle United,https://www.11v11.com/matches/tranmere-rovers-v-carlisle-united-20-august-1977-135817/,W,3-2,League Division Three,,,League Division Three,3-2 to Tranmere Rovers,
27 Aug 1977,Hereford United,Tranmere Rovers,https://www.11v11.com/matches/hereford-united-v-tranmere-rovers-27-august-1977-135830/,W,0-1,League Division Three,,,League Division Three,1-0 to Tranmere Rovers,
02 Sep 1977,Tranmere Rovers,Colchester United,https://www.11v11.com/matches/tranmere-rovers-v-colchester-united-02-september-1977-135836/,W,1-0,League Division Three,,,League Division Three,1-0 to Tranmere Rovers,
10 Sep 1977,Cambridge United,Tranmere Rovers,https://www.11v11.com/matches/cambridge-united-v-tranmere-rovers-10-september-1977-135851/,L,1-0,League Division Three,,,League Division Three,1-0 to Cambridge United,
12 Sep 1977,Tranmere Rovers,Wrexham,https://www.11v11.com/matches/tranmere-rovers-v-wrexham-12-september-1977-135862/,W,3-1,League Division Three,,,League Division Three,3-1 to Tranmere Rovers,
16 Sep 1977,Tranmere Rovers,Bradford City,https://www.11v11.com/matches/tranmere-rovers-v-bradford-city-16-september-1977-135874/,D,0-0,League Division Three,,,League Division Three,0-0,
24 Sep 1977,Gillingham,Tranmere Rovers,https://www.11v11.com/matches/gillingham-v-tranmere-rovers-24-september-1977-135892/,D,1-1,League Division Three,,,League Division Three,1-1,
27 Sep 1977,Bury,Tranmere Rovers,https://www.11v11.com/matches/bury-v-tranmere-rovers-27-september-1977-135899/,L,1-0,League Division Three,,,League Division Three,1-0 to Bury,
30 Sep 1977,Tranmere Rovers,Chester,https://www.11v11.com/matches/tranmere-rovers-v-chester-30-september-1977-135911/,W,5-0,League Division Three,,,League Division Three,5-0 to Tranmere Rovers,
03 Oct 1977,Tranmere Rovers,Exeter City,https://www.11v11.com/matches/tranmere-rovers-v-exeter-city-03-october-1977-135922/,W,2-1,League Division Three,,,League Division Three,2-1 to Tranmere Rovers,
08 Oct 1977,Oxford United,Tranmere Rovers,https://www.11v11.com/matches/oxford-united-v-tranmere-rovers-08-october-1977-135941/,L,1-0,League Division Three,,,League Division Three,1-0 to Oxford United,
15 Oct 1977,Plymouth Argyle,Tranmere Rovers,https://www.11v11.com/matches/plymouth-argyle-v-tranmere-rovers-15-october-1977-135954/,W,0-1,League Division Three,,,League Division Three,1-0 to Tranmere Rovers,
21 Oct 1977,Tranmere Rovers,Rotherham United,https://www.11v11.com/matches/tranmere-rovers-v-rotherham-united-21-october-1977-135960/,D,2-2,League Division Three,,,League Division Three,2-2,
25 Oct 1977,Preston North End,Tranmere Rovers,https://www.11v11.com/matches/preston-north-end-v-tranmere-rovers-25-october-1977-135972/,L,2-1,League Division Three,,,League Division Three,2-1 to Preston North End,
28 Oct 1977,Tranmere Rovers,Walsall,https://www.11v11.com/matches/tranmere-rovers-v-walsall-28-october-1977-135974/,L,0-1,League Division Three,,,League Division Three,1-0 to Walsall,
05 Nov 1977,Portsmouth,Tranmere Rovers,https://www.11v11.com/matches/portsmouth-v-tranmere-rovers-05-november-1977-135991/,W,2-5,League Division Three,Fratton Park,8782,League Division Three,5-2 to Tranmere Rovers,
12 Nov 1977,Tranmere Rovers,Shrewsbury Town,https://www.11v11.com/matches/tranmere-rovers-v-shrewsbury-town-12-november-1977-136009/,W,2-0,League Division Three,,,League Division Three,2-0 to Tranmere Rovers,
19 Nov 1977,Port Vale,Tranmere Rovers,https://www.11v11.com/matches/port-vale-v-tranmere-rovers-19-november-1977-136016/,D,1-1,League Division Three,,,League Division Three,1-1,
26 Nov 1977,Tranmere Rovers,Hartlepool United,https://www.11v11.com/matches/tranmere-rovers-v-hartlepool-united-26-november-1977-214209/,D,1-1,FA Cup,,,FA Cup 1st round,1-1,
29 Nov 1977,Hartlepool United,Tranmere Rovers,https://www.11v11.com/matches/hartlepool-united-v-tranmere-rovers-29-november-1977-214219/,L,3-1,FA Cup,,,FA Cup 1st round replay,3-1 to Hartlepool United,
02 Dec 1977,Tranmere Rovers,Peterborough United,https://www.11v11.com/matches/tranmere-rovers-v-peterborough-united-02-december-1977-136023/,L,0-2,League Division Three,,,League Division Three,2-0 to Peterborough United,
10 Dec 1977,Chesterfield,Tranmere Rovers,https://www.11v11.com/matches/chesterfield-v-tranmere-rovers-10-december-1977-136040/,D,1-1,League Division Three,,3923,League Division Three,1-1,
16 Dec 1977,Tranmere Rovers,Oxford United,https://www.11v11.com/matches/tranmere-rovers-v-oxford-united-16-december-1977-136048/,W,4-1,League Division Three,,,League Division Three,4-1 to Tranmere Rovers,
26 Dec 1977,Tranmere Rovers,Sheffield Wednesday,https://www.11v11.com/matches/tranmere-rovers-v-sheffield-wednesday-26-december-1977-136060/,W,3-1,League Division Three,,,League Division Three,3-1 to Tranmere Rovers,
27 Dec 1977,Lincoln City,Tranmere Rovers,https://www.11v11.com/matches/lincoln-city-v-tranmere-rovers-27-december-1977-136064/,D,1-1,League Division Three,,,League Division Three,1-1,
30 Dec 1977,Tranmere Rovers,Portsmouth,https://www.11v11.com/matches/tranmere-rovers-v-portsmouth-30-december-1977-136073/,W,2-0,League Division Three,,4677,League Division Three,2-0 to Tranmere Rovers,
02 Jan 1978,Swindon Town,Tranmere Rovers,https://www.11v11.com/matches/swindon-town-v-tranmere-rovers-02-january-1978-136095/,L,1-0,League Division Three,,,League Division Three,1-0 to Swindon Town,
06 Jan 1978,Tranmere Rovers,Preston North End,https://www.11v11.com/matches/tranmere-rovers-v-preston-north-end-06-january-1978-136097/,W,1-0,League Division Three,,,League Division Three,1-0 to Tranmere Rovers,
14 Jan 1978,Carlisle United,Tranmere Rovers,https://www.11v11.com/matches/carlisle-united-v-tranmere-rovers-14-january-1978-136105/,D,2-2,League Division Three,,,League Division Three,2-2,
17 Jan 1978,Walsall,Tranmere Rovers,https://www.11v11.com/matches/walsall-v-tranmere-rovers-17-january-1978-136116/,D,0-0,League Division Three,,,League Division Three,0-0,
20 Jan 1978,Tranmere Rovers,Hereford United,https://www.11v11.com/matches/tranmere-rovers-v-hereford-united-20-january-1978-136118/,W,2-1,League Division Three,,,League Division Three,2-1 to Tranmere Rovers,
27 Jan 1978,Colchester United,Tranmere Rovers,https://www.11v11.com/matches/colchester-united-v-tranmere-rovers-27-january-1978-136126/,D,0-0,League Division Three,,,League Division Three,0-0,
03 Feb 1978,Tranmere Rovers,Cambridge United,https://www.11v11.com/matches/tranmere-rovers-v-cambridge-united-03-february-1978-136134/,L,0-1,League Division Three,,,League Division Three,1-0 to Cambridge United,
25 Feb 1978,Chester,Tranmere Rovers,https://www.11v11.com/matches/chester-v-tranmere-rovers-25-february-1978-136159/,D,0-0,League Division Three,,,League Division Three,0-0,
06 Mar 1978,Wrexham,Tranmere Rovers,https://www.11v11.com/matches/wrexham-v-tranmere-rovers-06-march-1978-136185/,L,6-1,League Division Three,,,League Division Three,6-1 to Wrexham,
10 Mar 1978,Tranmere Rovers,Plymouth Argyle,https://www.11v11.com/matches/tranmere-rovers-v-plymouth-argyle-10-march-1978-136197/,D,1-1,League Division Three,,,League Division Three,1-1,
14 Mar 1978,Bradford City,Tranmere Rovers,https://www.11v11.com/matches/bradford-city-v-tranmere-rovers-14-march-1978-136209/,L,2-0,League Division Three,,,League Division Three,2-0 to Bradford City,
18 Mar 1978,Rotherham United,Tranmere Rovers,https://www.11v11.com/matches/rotherham-united-v-tranmere-rovers-18-march-1978-136224/,L,2-0,League Division Three,,,League Division Three,2-0 to Rotherham United,
25 Mar 1978,Tranmere Rovers,Lincoln City,https://www.11v11.com/matches/tranmere-rovers-v-lincoln-city-25-march-1978-136242/,W,3-1,League Division Three,,,League Division Three,3-1 to Tranmere Rovers,
27 Mar 1978,Sheffield Wednesday,Tranmere Rovers,https://www.11v11.com/matches/sheffield-wednesday-v-tranmere-rovers-27-march-1978-136252/,L,1-0,League Division Three,,,League Division Three,1-0 to Sheffield Wednesday,
31 Mar 1978,Tranmere Rovers,Swindon Town,https://www.11v11.com/matches/tranmere-rovers-v-swindon-town-31-march-1978-136258/,D,1-1,League Division Three,,,League Division Three,1-1,
03 Apr 1978,Tranmere Rovers,Bury,https://www.11v11.com/matches/tranmere-rovers-v-bury-03-april-1978-136270/,D,0-0,League Division Three,,,League Division Three,0-0,
08 Apr 1978,Shrewsbury Town,Tranmere Rovers,https://www.11v11.com/matches/shrewsbury-town-v-tranmere-rovers-08-april-1978-136289/,L,3-1,League Division Three,,,League Division Three,3-1 to Shrewsbury Town,
11 Apr 1978,Tranmere Rovers,Gillingham,https://www.11v11.com/matches/tranmere-rovers-v-gillingham-11-april-1978-136298/,D,1-1,League Division Three,,,League Division Three,1-1,
14 Apr 1978,Tranmere Rovers,Port Vale,https://www.11v11.com/matches/tranmere-rovers-v-port-vale-14-april-1978-136300/,W,2-1,League Division Three,,,League Division Three,2-1 to Tranmere Rovers,
22 Apr 1978,Peterborough United,Tranmere Rovers,https://www.11v11.com/matches/peterborough-united-v-tranmere-rovers-22-april-1978-136321/,L,1-0,League Division Three,,,League Division Three,1-0 to Peterborough United,
26 Apr 1978,Exeter City,Tranmere Rovers,https://www.11v11.com/matches/exeter-city-v-tranmere-rovers-26-april-1978-136338/,L,4-2,League Division Three,,,League Division Three,4-2 to Exeter City,
28 Apr 1978,Tranmere Rovers,Chesterfield,https://www.11v11.com/matches/tranmere-rovers-v-chesterfield-28-april-1978-136341/,D,1-1,League Division Three,,2035,League Division Three,1-1,
